Product_Form,Cu,Ni,Mn,P,Temperature_Celsius,Fluence_1E19_n_cm2,DT41J_Celsius
F,0.04,0.77,1.41,0.006,295.0,3.9,24.0
F,0.04,0.77,1.41,0.006,295.0,7.4,37.7
W,0.08,0.84,1.11,0.015,295.0,1.8,11.3
W,0.08,0.84,1.11,0.015,295.0,9.8,81.2
P,0.09,0.57,1.36,0.01,291.1111111111111,0.107,13.88888888888889
P,0.09,0.57,1.36,0.01,291.1111111111111,0.107,41.666666666666664
P,0.09,0.57,1.36,0.01,290.55555555555554,0.866,7.222222222222222
P,0.09,0.57,1.36,0.01,290.55555555555554,0.866,8.88888888888889
W,0.33,0.67,1.62,0.014,290.55555555555554,0.866,91.66666666666667
W,0.35,0.67,1.58,0.015,290.55555555555554,0.781,136.97777777777776
W,0.39,0.58,1.63,0.018,290.55555555555554,0.781,67.77777777777777
W,0.37,0.7,1.53,0.013,290.55555555555554,0.781,125.55555555555556
F,0.06,0.7,0.64,0.01,283.3333333333333,0.599,10.0
F,0.06,0.7,0.64,0.01,283.3333333333333,1.27,7.222222222222222
F,0.08,0.67,0.61,0.01,283.3333333333333,1.27,23.333333333333332
F,0.08,0.67,0.61,0.01,284.44444444444446,1.22,31.11111111111111
F,0.08,0.67,0.61,0.01,285.0,2.9,41.26111111111111
W,0.33,0.57,1.26,0.011,285.0,2.9,108.65555555555554
W,0.33,0.57,1.26,0.011,283.3333333333333,0.599,92.22222222222223
W,0.33,0.57,1.26,0.011,284.44444444444446,1.22,100.0
W,0.33,0.57,1.26,0.011,288.3333333333333,2.57,120.52222222222223
F,0.06,0.7,0.67,0.011,286.1111111111111,0.708,6.666666666666667
F,0.06,0.7,0.67,0.011,286.1111111111111,1.43,-10.0
F,0.05,0.71,0.67,0.01,286.1111111111111,1.43,26.666666666666668
W,0.29,0.6,1.44,0.014,286.1111111111111,0.708,117.22222222222223
P,0.15,0.6,1.27,0.011,290.0,0.411,34.44444444444444
P,0.15,0.6,1.27,0.011,290.0,1.77,47.77777777777778
P,0.15,0.6,1.27,0.011,290.0,2.34,49.44444444444444
P,0.15,0.6,1.27,0.011,290.0,0.411,36.666666666666664
P,0.15,0.6,1.27,0.011,290.0,1.77,60.0
P,0.15,0.6,1.27,0.011,290.0,2.34,55.55555555555556
W,0.055,0.957,1.39,0.02,290.0,0.411,17.77777777777778
W,0.055,0.957,1.39,0.02,290.0,1.77,26.11111111111111
W,0.055,0.957,1.39,0.02,290.0,2.34,23.333333333333332
F,0.067,0.702,1.33,0.007,286.0,1.4461,36.91111111111111
F,0.067,0.702,1.33,0.007,286.0,2.969,25.694444444444443
F,0.067,0.702,1.33,0.007,286.0,4.3709,45.8111111111111
F,0.067,0.702,1.33,0.007,286.0,4.6941,48.983333333333334
W,0.041,0.605,1.76,0.008,286.0,1.4461,27.955555555555556
W,0.041,0.605,1.76,0.008,286.0,2.969,20.305555555555557
W,0.041,0.605,1.76,0.008,286.0,4.3709,33.90555555555555
W,0.041,0.605,1.76,0.008,286.0,4.6941,33.53333333333333
F,0.063,0.712,1.28,0.006,286.0,1.3426,12.222222222222221
F,0.063,0.712,1.28,0.006,286.0,2.3607,21.333333333333332
F,0.063,0.712,1.28,0.006,286.0,3.7889,25.0
F,0.063,0.712,1.28,0.006,286.0,4.3872,32.666666666666664
W,0.044,0.582,1.68,0.007,286.0,1.3426,36.388888888888886
W,0.044,0.582,1.68,0.007,286.0,2.3607,31.88888888888889
W,0.044,0.582,1.68,0.007,286.0,3.7889,41.22222222222222
W,0.044,0.582,1.68,0.007,286.0,4.3872,45.94444444444444
F,0.03,0.84,1.41,0.006,296.0,0.4674,11.383333333333333
F,0.03,0.84,1.41,0.006,296.0,0.4674,5.016666666666667
W,0.03,0.18,1.72,0.009,296.0,0.4674,15.33888888888889
F,0.03,0.82,1.35,0.006,296.0,0.4306,18.25
F,0.03,0.82,1.35,0.006,296.0,0.4306,8.149999999999999
W,0.03,0.13,1.74,0.009,296.0,0.4306,33.81111111111111
F,0.01,0.75,1.42,0.004,255.0,0.715,-4.622222222222223
F,0.01,0.75,1.42,0.004,255.0,5.121,26.977777777777778
F,0.01,0.75,1.42,0.004,255.0,8.696,53.47777777777778
P,0.057,0.593,1.301,0.014,292.77777777777777,0.334,9.850000000000001
P,0.057,0.593,1.301,0.014,292.77777777777777,1.15,21.11111111111111
P,0.057,0.593,1.301,0.014,292.22222222222223,1.94,22.799999999999997
P,0.057,0.593,1.301,0.014,292.77777777777777,0.334,-6.333333333333333
P,0.057,0.593,1.301,0.014,292.77777777777777,1.15,5.555555555555555
P,0.057,0.593,1.301,0.014,292.22222222222223,1.94,18.533333333333335
P,0.057,0.593,1.301,0.014,291.6666666666667,4.4,55.0
P,0.057,0.593,1.301,0.014,291.6666666666667,4.4,52.0
P,0.057,0.593,1.301,0.014,291.6666666666667,3.5,54.0
P,0.057,0.593,1.301,0.014,291.6666666666667,3.5,34.0
W,0.04,0.102,1.13,0.012,292.77777777777777,0.334,13.177777777777775
W,0.04,0.102,1.13,0.012,292.77777777777777,1.15,11.666666666666666
W,0.04,0.102,1.13,0.012,292.22222222222223,1.94,1.988888888888888
W,0.04,0.102,1.13,0.012,291.6666666666667,4.4,19.0
W,0.04,0.102,1.13,0.012,291.6666666666667,3.5,31.0
P,0.0505,0.58175,1.2517500000000001,0.0076,292.77777777777777,0.358,1.377777777777778
P,0.0505,0.58175,1.2517500000000001,0.0076,291.6666666666667,1.12,3.211111111111111
P,0.0505,0.58175,1.2517500000000001,0.0076,291.6666666666667,1.79,16.427777777777777
P,0.0505,0.58175,1.2517500000000001,0.0076,292.77777777777777,0.358,-3.7944444444444434
P,0.0505,0.58175,1.2517500000000001,0.0076,291.6666666666667,1.12,1.4722222222222234
P,0.0505,0.58175,1.2517500000000001,0.0076,291.6666666666667,1.79,17.0
P,0.0505,0.58175,1.2517500000000001,0.0076,291.6666666666667,4.19,32.77777777777778
P,0.0505,0.58175,1.2517500000000001,0.0076,291.6666666666667,4.19,41.83333333333333
P,0.0505,0.58175,1.2517500000000001,0.0076,291.6666666666667,3.01,22.0
P,0.0505,0.58175,1.2517500000000001,0.0076,291.6666666666667,3.01,25.0
W,0.043500000000000004,0.12716666666666668,1.1283333333333334,0.0094,292.77777777777777,0.358,-6.949999999999999
W,0.043500000000000004,0.12716666666666668,1.1283333333333334,0.0094,291.6666666666667,1.12,10.544444444444444
W,0.043500000000000004,0.12716666666666668,1.1283333333333334,0.0094,291.6666666666667,1.79,11.911111111111111
W,0.043500000000000004,0.12716666666666668,1.1283333333333334,0.0094,291.6666666666667,4.19,11.833333333333334
W,0.043500000000000004,0.12716666666666668,1.1283333333333334,0.0094,291.6666666666667,3.01,17.0
P,0.1,0.51,1.3,0.009,290.55555555555554,0.677,22.22222222222222
P,0.1,0.51,1.3,0.009,290.55555555555554,1.56,32.77777777777778
P,0.1,0.51,1.3,0.009,290.55555555555554,2.53,19.444444444444443
P,0.1,0.51,1.3,0.009,290.55555555555554,4.63,35.47222222222222
P,0.1,0.51,1.3,0.009,290.55555555555554,0.677,8.333333333333334
P,0.1,0.51,1.3,0.009,290.55555555555554,1.56,17.77777777777778
P,0.1,0.51,1.3,0.009,290.55555555555554,2.53,15.555555555555555
P,0.1,0.51,1.3,0.009,290.55555555555554,4.63,32.388888888888886
P,0.1,0.51,1.3,0.009,290.55555555555554,6.53,48.0
P,0.1,0.51,1.3,0.009,290.55555555555554,6.53,55.0
W,0.04,0.95,1.41,0.009,290.55555555555554,0.677,12.222222222222221
W,0.04,0.95,1.41,0.009,290.55555555555554,1.56,26.11111111111111
W,0.04,0.95,1.41,0.009,290.55555555555554,2.53,12.777777777777779
W,0.04,0.95,1.41,0.009,290.55555555555554,4.63,24.049999999999997
W,0.04,0.95,1.41,0.009,290.55555555555554,6.53,36.0
F,0.16,0.8,0.71,0.013,292.77777777777777,0.447,52.05
F,0.16,0.8,0.71,0.013,292.77777777777777,1.08,60.78888888888889
F,0.16,0.8,0.71,0.013,292.77777777777777,0.447,16.511111111111106
F,0.16,0.8,0.71,0.013,292.77777777777777,1.08,44.95555555555555
F,0.16,0.8,0.71,0.013,292.77777777777777,2.4,80.0
F,0.16,0.8,0.71,0.013,292.77777777777777,2.4,58.0
F,0.16,0.8,0.71,0.013,292.77777777777777,1.71,52.611111111111114
F,0.16,0.8,0.71,0.013,292.77777777777777,1.71,64.38888888888889
W,0.041,0.73,1.96,0.013,292.77777777777777,0.447,3.5500000000000003
W,0.041,0.73,1.96,0.013,292.77777777777777,1.08,16.288888888888888
W,0.041,0.73,1.96,0.013,292.77777777777777,2.4,8.0
W,0.041,0.73,1.96,0.013,292.77777777777777,1.71,14.333333333333334
P,0.07,0.62,1.45,0.008,292.77777777777777,0.316,18.333333333333332
P,0.07,0.62,1.45,0.008,292.77777777777777,1.18,6.111111111111111
P,0.07,0.62,1.45,0.008,291.6666666666667,2.23,25.688888888888886
P,0.07,0.62,1.45,0.008,291.1111111111111,3.44,30.533333333333335
P,0.07,0.62,1.45,0.008,292.77777777777777,0.316,13.333333333333334
P,0.07,0.62,1.45,0.008,292.77777777777777,1.18,20.0
P,0.07,0.62,1.45,0.008,291.6666666666667,2.23,30.205555555555552
P,0.07,0.62,1.45,0.008,291.1111111111111,3.44,29.494444444444444
W,0.04,0.09,1.46,0.005,292.77777777777777,0.316,13.333333333333334
W,0.04,0.09,1.46,0.005,292.77777777777777,1.18,23.88888888888889
W,0.04,0.09,1.46,0.005,291.6666666666667,2.23,24.6
W,0.04,0.09,1.46,0.005,291.1111111111111,3.44,36.61666666666666
P,0.03,0.58,1.38,0.005,289.44444444444446,0.631,3.3888888888888893
P,0.03,0.58,1.38,0.005,289.44444444444446,0.631,15.555555555555555
P,0.03,0.58,1.38,0.005,286.6666666666667,1.45,-5.055555555555554
W,0.05,0.16,1.35,0.008,289.44444444444446,0.631,13.055555555555557
W,0.05,0.16,1.35,0.008,286.6666666666667,1.45,3.6666666666666714
P,0.054,0.52,1.45,0.012,288.9,0.5158,24.522222222222222
P,0.054,0.52,1.45,0.012,288.9,0.5158,36.35
P,0.054,0.52,1.45,0.012,288.9,1.6588,22.02777777777778
P,0.054,0.52,1.45,0.012,288.9,1.6588,24.422222222222224
P,0.054,0.52,1.45,0.012,288.9,3.563,22.133333333333336
P,0.054,0.52,1.45,0.012,288.9,3.563,39.59444444444444
P,0.054,0.52,1.45,0.012,288.9,4.6909,34.922222222222224
P,0.054,0.52,1.45,0.012,288.9,4.6909,45.361111111111114
P,0.054,0.52,1.45,0.012,288.9,5.5904,34.36666666666667
P,0.054,0.52,1.45,0.012,288.9,5.5904,50.25
W,0.041,0.605,1.76,0.008,288.9,0.5158,28.90555555555555
W,0.041,0.605,1.76,0.008,288.9,1.6588,6.627777777777777
W,0.041,0.605,1.76,0.008,288.9,3.563,29.927777777777774
W,0.041,0.605,1.76,0.008,288.9,4.6909,25.077777777777776
W,0.041,0.605,1.76,0.008,288.9,5.5904,39.983333333333334
P,0.051,0.54,1.5,0.015,288.9,0.5777,22.866666666666664
P,0.051,0.54,1.5,0.015,288.9,0.5777,15.27222222222222
P,0.051,0.54,1.5,0.015,288.9,1.5371,30.022222222222222
P,0.051,0.54,1.5,0.015,288.9,1.5371,30.555555555555557
P,0.051,0.54,1.5,0.015,288.9,3.7634,28.177777777777777
P,0.051,0.54,1.5,0.015,288.9,3.7634,28.988888888888887
P,0.051,0.54,1.5,0.015,288.9,4.3045,47.333333333333336
P,0.051,0.54,1.5,0.015,288.9,4.3045,29.72222222222222
P,0.051,0.54,1.5,0.015,288.9,4.8662,35.46666666666667
P,0.051,0.54,1.5,0.015,288.9,4.8662,39.50555555555556
W,0.029,0.11,1.44,0.018,288.9,0.5777,14.877777777777778
W,0.029,0.11,1.44,0.018,288.9,1.5371,14.61111111111111
W,0.029,0.11,1.44,0.018,288.9,3.7634,15.094444444444447
W,0.029,0.11,1.44,0.018,288.9,4.3045,20.28333333333333
W,0.029,0.11,1.44,0.018,288.9,4.8662,23.444444444444443
F,0.05,0.77,1.39,0.007,293.5,0.4541,13.677777777777779
F,0.05,0.77,1.39,0.007,293.5,0.4541,6.638888888888889
W,0.02,0.07,1.73,0.015,293.5,0.4541,18.955555555555556
F,0.06,0.79,1.42,0.007,293.5,0.3721,19.983333333333334
F,0.06,0.79,1.42,0.007,293.5,0.3721,3.1833333333333336
W,0.02,0.11,1.69,0.016,293.5,0.3721,27.85
F,0.025,0.89,1.26,0.006,296.0,0.4329,23.666666666666668
F,0.025,0.89,1.26,0.006,296.0,0.4329,25.738888888888887
W,0.03,0.16,1.72,0.009,296.0,0.4329,38.788888888888884
F,0.03,0.94,1.24,0.004,296.0,0.4273,25.23888888888889
F,0.03,0.94,1.24,0.004,296.0,0.4273,25.305555555555557
W,0.03,0.15,1.73,0.006,296.0,0.4273,20.383333333333333
P,0.11,0.49,1.375,0.01,276.1111111111111,0.325,29.444444444444443
P,0.11,0.49,1.375,0.01,276.1111111111111,0.964,50.0
P,0.11,0.49,1.375,0.01,276.1111111111111,1.33,52.22222222222222
P,0.11,0.49,1.375,0.01,276.6666666666667,1.56,55.0
P,0.11,0.49,1.375,0.01,276.1111111111111,0.325,17.77777777777778
P,0.11,0.49,1.375,0.01,276.1111111111111,0.964,36.666666666666664
P,0.11,0.49,1.375,0.01,276.1111111111111,1.33,40.55555555555556
P,0.11,0.49,1.375,0.01,276.6666666666667,1.56,55.55555555555556
W,0.25,0.54,1.48,0.019,276.1111111111111,0.325,60.0
W,0.25,0.54,1.48,0.019,276.1111111111111,0.964,105.0
W,0.25,0.54,1.48,0.019,276.1111111111111,1.33,107.77777777777777
W,0.25,0.54,1.48,0.019,276.6666666666667,1.56,111.11111111111111
W,0.25,0.54,1.48,0.019,282.22222222222223,2.6,119.96666666666667
P,0.12,0.53,1.315,0.007,275.55555555555554,0.27,23.333333333333332
P,0.12,0.53,1.315,0.007,275.55555555555554,0.84,39.44444444444444
P,0.12,0.53,1.315,0.007,275.55555555555554,1.67,52.77777777777778
P,0.12,0.53,1.315,0.007,275.55555555555554,0.27,29.444444444444443
P,0.12,0.53,1.315,0.007,275.55555555555554,0.84,46.111111111111114
P,0.12,0.53,1.315,0.007,275.55555555555554,1.67,67.22222222222223
W,0.25,0.554,1.56,0.019,275.55555555555554,0.27,76.66666666666667
W,0.25,0.554,1.56,0.019,275.55555555555554,0.84,96.66666666666667
W,0.25,0.554,1.56,0.019,275.55555555555554,1.67,125.0
P,0.09,0.62,1.36,0.007,290.0,3.0,38.4
P,0.09,0.62,1.36,0.007,290.0,6.0,69.8
P,0.14,0.5,1.29,0.013,281.7,1.4,78.0
P,0.14,0.5,1.29,0.013,281.7,1.43,67.0
P,0.14,0.5,1.29,0.013,281.7,3.68,86.0
P,0.11,0.53,1.24,0.011,281.7,1.43,38.0
W,0.22,0.11,1.25,0.015,281.7,1.4,61.0
W,0.22,0.11,1.25,0.015,281.7,3.68,122.0
P,0.1,0.72,0.58,0.012,274.0,0.057,-28.93
P,0.1,0.72,0.58,0.012,274.0,0.126,-3.719999999999999
W,0.3,0.09,1.49,0.012,274.0,0.057,60.94
W,0.3,0.09,1.49,0.012,274.0,0.126,52.42999999999999
F,0.1,0.74,0.66,0.012,303.88888888888886,0.345,39.289867859177235
F,0.1,0.74,0.66,0.012,303.88888888888886,0.345,19.4031838547049
W,0.1,0.084,1.57,0.017,303.88888888888886,0.345,22.311859541106443
P,0.11,0.62,1.36,0.009,274.0,0.021,21.1
P,0.11,0.62,1.36,0.009,274.0,0.357,41.7
P,0.1,0.625,1.395,0.012,274.0,0.357,15.5
P,0.1,0.625,1.395,0.012,274.0,0.021,4.5
W,0.064,1.47,1.53,0.011,274.0,0.021,22.1
W,0.064,1.47,1.53,0.011,274.0,0.357,52.3
P,0.096,0.58,1.4,0.009,290.0,3.67,47.55555555555556
P,0.096,0.58,1.4,0.009,290.0,3.67,47.611111111111114
W,0.045,0.083,1.33,0.004,290.0,3.67,6.666666666666668
P,0.2,0.54,1.31,0.01,283.8888888888889,5.07,99.44444444444444
P,0.2,0.54,1.31,0.01,283.8888888888889,5.07,97.66666666666666
W,0.26,0.62,1.37,0.018,283.8888888888889,5.07,132.11111111111111
P,0.05,0.56,1.32,0.01,282.77777777777777,8.97,68.61111111111111
P,0.05,0.56,1.32,0.01,282.77777777777777,8.97,79.55555555555556
W,0.08,0.07,1.17,0.008,282.77777777777777,8.97,20.33333333333333
F,0.03,0.73,1.33,0.007,291.0,3.71,22.055555555555557
F,0.03,0.73,1.33,0.007,291.0,3.71,28.5
W,0.04,0.67,1.44,0.015,291.0,3.71,34.88888888888889
F,0.057,0.77,1.38,0.013,288.9,3.73,35.166666666666664
W,0.04,0.64,1.45,0.011,288.9,3.73,25.333333333333332
F,0.057,0.77,1.38,0.013,288.9,3.73,15.777777777777779
F,0.05,0.73,0.69,0.01,291.0,3.97,6.5
F,0.05,0.73,0.69,0.01,291.0,3.97,15.444444444444443
W,0.026,0.71,1.48,0.011,291.0,3.97,42.611111111111114
F,0.07,0.65,1.18,0.005,289.0,4.19,38.11111111111111
F,0.07,0.65,1.18,0.005,289.0,4.19,24.72222222222222
W,0.03,0.65,1.34,0.01,289.0,4.19,32.611111111111114
P,0.06,0.55,1.32,0.005,291.5,5.98,52.888888888888886
P,0.06,0.55,1.32,0.005,291.5,5.98,32.55555555555556
W,0.03,0.06,1.28,0.005,291.5,5.98,36.55555555555556
P,0.05,0.59,1.36,0.006,293.3333333333333,3.24,19.77777777777778
P,0.05,0.59,1.36,0.006,293.3333333333333,3.24,27.0
W,0.04,0.22,1.33,0.004,293.3333333333333,3.24,15.722222222222221
P,0.065,0.62,1.36,0.014,293.8888888888889,2.16,29.388888888888886
P,0.065,0.62,1.36,0.014,293.8888888888889,2.16,0.8888888888888893
W,0.03,0.072,1.37,0.011,293.8888888888889,2.16,24.77777777777778
P,0.065,0.62,1.36,0.014,293.8888888888889,3.38,41.33333333333333
P,0.065,0.62,1.36,0.014,293.8888888888889,3.38,12.88888888888889
W,0.03,0.072,1.37,0.011,293.8888888888889,3.38,44.66666666666667
W,0.21,0.88,1.36,0.011,292.22222222222223,5.16,115.55555555555556
P,0.06,0.58,1.45,0.005,287.77777777777777,8.41,54.44444444444444
P,0.06,0.58,1.45,0.005,287.77777777777777,8.41,59.44444444444444
W,0.054,0.13,1.39,0.017,287.77777777777777,8.41,49.44444444444444
P,0.06,0.62,1.3,0.007,287.77777777777777,9.31,63.888888888888886
P,0.06,0.62,1.3,0.007,287.77777777777777,9.31,71.11111111111111
W,0.07,0.07,1.43,0.013,287.77777777777777,9.31,38.888888888888886
W,0.307,1.045,1.161,0.009,279.44444444444446,1.5,143.88888888888889
W,0.185,1.121,1.269,0.012,279.44444444444446,1.5,138.7777777777778
W,0.194,1.067,1.281,0.009,279.44444444444446,1.5,140.61111111111111
W,0.307,1.045,1.161,0.009,280.0,2.38,155.61111111111111
W,0.185,1.121,1.269,0.012,280.0,2.38,144.11111111111111
W,0.194,1.067,1.281,0.009,280.0,2.38,148.77777777777777
P,0.11,0.61,1.37,0.004,287.22222222222223,2.25,73.72222222222223
P,0.11,0.61,1.37,0.004,287.22222222222223,2.25,70.88888888888889
W,0.048,0.067,1.525,0.005,287.22222222222223,2.25,13.777777777777779
P,0.073,0.49,1.34,0.014,286.0,9.45,67.11111111111111
P,0.073,0.49,1.34,0.014,286.0,9.45,68.44444444444446
W,0.023,0.87,1.23,0.006,286.0,9.45,72.83333333333334
F,0.06,0.79,0.7,0.012,293.0,0.604,14.833333333333332
F,0.06,0.79,0.7,0.012,293.0,0.604,11.833333333333332
W,0.016,0.69,1.8,0.015,293.0,0.604,18.11111111111111
P,0.03,0.58,1.38,0.005,285.55555555555554,2.42,7.555555555555557
P,0.03,0.58,1.38,0.005,285.55555555555554,2.42,14.055555555555557
W,0.05,0.16,1.35,0.008,285.55555555555554,2.42,10.555555555555557
F,0.05,0.7,0.64,0.006,282.6,5.52,20.9
F,0.05,0.7,0.64,0.006,282.6,5.52,44.6
W,0.22,0.643,1.52,0.012,282.6,5.52,174.89999999999998
P,0.05,0.63,1.38,0.004,288.0,7.1,63.8
P,0.05,0.63,1.38,0.004,288.0,7.1,47.3
W,0.03,0.07,1.7,0.01,288.0,7.1,46.8
P,0.12,0.56,1.5,0.01,273.88888888888886,0.032,18.277777777777775
W,0.05,0.96,1.42,0.019,273.88888888888886,0.032,7.611111111111107
P,0.21,0.758,1.278,0.009,273.88888888888886,0.0807,57.11111111111111
W,0.23,0.75,1.36,0.014,273.88888888888886,0.0807,61.888888888888886
P,0.133,0.537,1.645,0.008,273.88888888888886,0.0229,8.83333333333333
W,0.35,0.73,1.75,0.013,273.88888888888886,0.0229,37.666666666666664
W,0.212,0.345,1.78,0.009,273.88888888888886,0.0229,14.333333333333334
W,0.03,0.87,1.38,0.014,278.3333333333333,0.0115,10.327777777777778
P,0.1,0.54,1.36,0.01,273.88888888888886,0.0913,7.666666666666666
W,0.1,0.32,1.43,0.011,273.88888888888886,0.0913,11.055555555555555
P,0.12,0.7,1.43,0.013,273.88888888888886,0.138,42.72222222222222
P,0.08,0.59,1.39,0.01,273.88888888888886,0.139,8.166666666666668
W,0.13,0.1,1.19,0.014,273.88888888888886,0.139,-3.5
P,0.12,0.65,1.29,0.009,274.0,0.194,6.300000000000004
W,0.03,0.88,1.22,0.011,274.0,0.194,5.0
P,0.11,0.63,1.28,0.012,278.88888888888886,0.00849,11.22222222222222
W,0.04,0.89,1.45,0.016,278.88888888888886,0.00849,16.833333333333336
P,0.06,0.6,1.33,0.004,292.22222222222223,0.876,8.5
P,0.06,0.6,1.33,0.004,292.22222222222223,0.876,17.722222222222225
W,0.04,0.06,1.08,0.005,292.22222222222223,0.876,-2.833333333333334
P,0.07,0.59,1.45,0.007,292.77777777777777,6.03,76.61111111111111
P,0.07,0.59,1.45,0.007,292.77777777777777,6.03,19.666666666666664
W,0.047,0.049,1.28,0.009,292.77777777777777,6.03,18.77777777777777
F,0.06,0.73,1.33,0.006,287.0,1.59,0.9536943705625021
W,0.04,0.75,1.71,0.007,287.0,1.17,18.3565595711308
F,0.06,0.73,1.33,0.006,287.0,3.25,41.9081572047787
W,0.04,0.75,1.71,0.007,287.0,2.4,17.1973167337307
F,0.06,0.73,1.33,0.006,287.0,5.06,51.9453074649938
W,0.04,0.75,1.71,0.007,287.0,3.75,32.83831935023612
F,0.05,0.72,1.37,0.005,287.0,3.86,14.347505870847002
W,0.03,0.62,1.69,0.007,287.0,2.85,22.3543835189226
F,0.05,0.72,1.37,0.005,287.0,1.89,6.874717655009604
W,0.03,0.62,1.69,0.007,287.0,1.42,8.033406870945797
F,0.05,0.72,1.37,0.005,287.0,5.18,31.750933150240503
W,0.03,0.62,1.69,0.007,287.0,3.83,22.363896790265
F,0.066,0.72,1.26,0.008,287.0,1.31,20.5018599905235
W,0.031,0.66,1.39,0.008,287.0,1.78,24.418666294180596
F,0.066,0.72,1.26,0.008,287.0,2.73,37.9106584164752
W,0.031,0.66,1.39,0.008,287.0,3.7,41.6917806241034
F,0.066,0.72,1.26,0.008,287.0,3.86,38.103572454775204
W,0.031,0.66,1.39,0.008,287.0,5.11,59.48259779589214
F,0.07,0.72,1.4,0.006,287.0,1.79,25.843503410044903
W,0.03,0.52,1.83,0.005,287.0,1.32,-8.602139785801
F,0.07,0.72,1.4,0.006,287.0,3.44,28.101881825088505
W,0.03,0.52,1.83,0.005,287.0,2.61,6.691413492221599
F,0.07,0.72,1.4,0.006,287.0,4.53,45.40165427563571
W,0.03,0.52,1.83,0.005,287.0,3.44,3.093761490256398
F,0.06,0.69,1.3,0.007,287.0,1.78,40.117691783790995
W,0.03,0.66,1.38,0.009,287.0,1.31,27.207327235363902
F,0.06,0.69,1.3,0.007,287.0,3.45,37.22266151583369
W,0.03,0.66,1.38,0.009,287.0,2.61,31.5125575901299
F,0.06,0.69,1.3,0.007,287.0,5.4,41.7116086059346
W,0.03,0.66,1.38,0.009,287.0,4.07,47.456053475622824
F,0.05,0.71,1.35,0.009,287.0,1.37,11.782896646542198
W,0.04,0.56,1.59,0.015,287.0,1.86,18.783368596107
F,0.05,0.71,1.35,0.009,287.0,2.99,25.114518189357696
W,0.04,0.56,1.59,0.015,287.0,4.06,37.3212334628281
F,0.05,0.71,1.35,0.009,287.0,4.32,34.9756996557185
W,0.04,0.56,1.59,0.015,287.0,5.81,49.2730203420548
F,0.05,0.74,1.41,0.005,286.0,0.34,27.8365937008571
W,0.13,0.08,1.45,0.017,286.0,0.34,11.055258848354299
F,0.05,0.74,1.41,0.005,286.0,2.15,36.0941780718283
W,0.13,0.08,1.45,0.017,286.0,2.16,30.0483885501684
F,0.05,0.74,1.41,0.005,286.0,4.26,40.10665666844605
W,0.13,0.08,1.45,0.017,286.0,4.26,39.8976000426636
F,0.05,0.74,1.41,0.005,286.0,5.26,45.02761845202094
W,0.13,0.08,1.45,0.017,286.0,5.27,40.8605101265276
F,0.05,0.74,1.41,0.005,286.0,1.46,36.6733141749503
F,0.08,0.84,1.23,0.009,284.0,0.32,19.047880721076197
W,0.1,0.09,1.38,0.019,284.0,0.32,11.455667402889901
F,0.08,0.84,1.23,0.009,284.0,2.25,43.559715676451
W,0.1,0.09,1.38,0.019,284.0,2.26,35.291393468088
F,0.06,0.69,1.56,0.008,284.0,4.42,23.86154089838374
W,0.1,0.09,1.38,0.019,284.0,4.41,42.94149289905726
F,0.06,0.69,1.56,0.008,284.0,4.95,24.93196851716653
W,0.1,0.09,1.38,0.019,284.0,4.93,51.70065813195365
F,0.06,0.69,1.56,0.008,284.0,1.41,9.3554085939797
F,0.08,0.84,1.23,0.009,284.0,1.42,11.550725337118699
F,0.07,0.68,1.4,0.008,287.0,1.52,14.6649370943923
W,0.03,0.73,1.79,0.008,287.0,1.12,33.83945986632355
F,0.07,0.68,1.4,0.008,287.0,3.41,34.507826912248
W,0.03,0.73,1.79,0.008,287.0,2.51,33.79136656658182
F,0.07,0.68,1.4,0.008,287.0,5.54,43.57458280754
W,0.03,0.73,1.79,0.008,287.0,4.12,46.183594017737256
F,0.07,0.74,1.25,0.008,287.0,1.7,5.495556185276801
W,0.03,0.66,1.45,0.009,287.0,1.25,10.113362587783506
F,0.07,0.74,1.25,0.008,287.0,3.46,-5.529450125881603
W,0.03,0.66,1.45,0.009,287.0,2.55,29.4458965412717
F,0.07,0.74,1.25,0.008,287.0,4.53,44.373315561964
W,0.03,0.66,1.45,0.009,287.0,3.46,28.096940179398302
F,0.064,0.69,1.32,0.006,287.0,1.71,-0.7661312043578974
W,0.033,0.64,1.41,0.009,287.0,1.26,27.3156128286602
F,0.064,0.69,1.32,0.006,287.0,3.41,22.672786958311
W,0.033,0.64,1.41,0.009,287.0,2.52,41.99458433079511
F,0.064,0.69,1.32,0.006,287.0,6.95,47.1622489421352
W,0.033,0.64,1.41,0.009,287.0,5.13,53.15608236936717
F,0.064,0.69,1.32,0.006,287.0,5.22,37.753011820333896
W,0.033,0.64,1.41,0.009,287.0,3.86,54.796244671438785
F,0.06,0.7,1.38,0.007,287.0,1.82,51.4092608781893
W,0.03,0.57,1.78,0.005,287.0,1.31,-10.605825768998699
F,0.06,0.7,1.38,0.007,287.0,3.52,49.5417076665224
W,0.03,0.57,1.78,0.005,287.0,2.64,1.6288013867655025
F,0.06,0.7,1.38,0.007,287.0,5.38,73.3883906678278
W,0.03,0.57,1.78,0.005,287.0,4.04,10.8552334729211
F,0.06,0.66,1.39,0.008,287.0,1.72,64.673876750622
W,0.03,0.7,1.74,0.009,287.0,1.28,31.96407530770547
F,0.06,0.66,1.39,0.008,287.0,4.13,65.8989360607786
W,0.03,0.7,1.74,0.009,287.0,2.98,43.56445475953018
